feature_num,feature_name,mean_upstairs,mean_downstairs,mean_difference,t_statistic,p_value,cohens_d,separation_ratio,std_upstairs,std_downstairs
282,fBodyAcc-energy()-X,-0.6827411245107177,-0.3237750911754158,0.35896603333530186,40.50361702580387,3.0491474102713763e-264,1.7637778359946004,1.8710330312707042,0.12393752260348558,0.25977139877713623
17,tBodyAcc-energy()-X,-0.6822883792451072,-0.32368495659432045,0.35860342265078676,40.44972633900654,1.0276064741094471e-263,1.7614430769983194,1.8684230834946365,0.12402878474970519,0.25982798263000895
315,"fBodyAcc-bandsEnergy()-1,24",-0.6781960002050327,-0.31524061303143,0.3629553871736027,40.27907741315607,4.809918869451313e-262,1.7538295896940952,1.862390345232965,0.12526284661604997,0.2645108524544978
269,fBodyAcc-std()-X,-0.19861552447391426,0.16184190722236308,0.3604574316962773,40.06764061254664,5.6302734337214676e-260,1.7533756871176887,1.79155697663498,0.15898180371891557,0.2434139182347969
75,"tGravityAcc-arCoeff()-Z,2",0.6693711429692452,0.35480292757671394,0.3145682153925312,40.051866489689104,8.031341021205115e-260,1.7528009745565767,1.7903433485975802,0.13914315111011477,0.21226231026119802
516,fBodyBodyAccJerkMag-mean(),-0.35346800678350415,0.027554426056359032,0.3810224328398632,39.51315655040453,1.4733649385590111e-254,1.7304783807719106,1.7611473754579252,0.17543682876120206,0.25726112482678404
521,fBodyBodyAccJerkMag-sma(),-0.35346800678350415,0.027554426056359032,0.3810224328398632,39.51315655040453,1.4733649385590111e-254,1.7304783807719106,1.7611473754579252,0.17543682876120206,0.25726112482678404
311,"fBodyAcc-bandsEnergy()-1,16",-0.6686920310624417,-0.2953434236612881,0.3733486074011536,39.48948183030728,2.508483369558403e-254,1.718792103500543,1.8328230049779641,0.12827994610917007,0.27912284860025144
76,"tGravityAcc-arCoeff()-Z,3",-0.6962127368415657,-0.40103012920476677,0.29518260763679893,38.53019400801719,5.579500048829395e-245,1.6864594868855403,1.7212378536848196,0.13648703755847622,0.2065017095606384
522,fBodyBodyAccJerkMag-energy(),-0.7940420566915192,-0.46096692324746447,0.3330751334440547,38.667992294330766,2.547109313201981e-246,1.6809613961293621,1.81991085789317,0.10708071874472354,0.2589538392859373
296,fBodyAcc-meanFreq()-Z,-0.2795091345434576,0.09241023288170386,0.37191936742516146,37.998240644981685,8.20799040623933e-240,1.678526630075684,1.6788573887939036,0.22592932268814536,0.21713316700249327
84,tBodyAccJerk-std()-X,-0.3558494886684064,-0.008197524837971596,0.3476519638304348,38.087501124339184,1.1167745608868644e-240,1.670481549873518,1.6896417981477998,0.17450220412878184,0.2370074590940027
510,fBodyAccMag-iqr(),-0.43092376356281453,-0.10656348544297516,0.32436027811983936,37.96266367252671,1.8172407846831107e-239,1.6632559962091775,1.6895563807013156,0.15770422988429494,0.22625487518711493
345,fBodyAccJerk-mean()-X,-0.38499361807315935,-0.04763615909716024,0.3373574589759991,37.45618515932755,1.4692287756092548e-234,1.6425009954923415,1.6624545309570624,0.1712004298963527,0.23465422961790122
524,fBodyBodyAccJerkMag-entropy(),0.25285500447232057,0.5255293759482758,0.2726743714759552,36.605950364254156,2.3835270760474084e-226,1.6163057340789495,1.6163759313662671,0.17026714147411198,0.16712265259914583
303,"fBodyAcc-bandsEnergy()-1,8",-0.6498592848564771,-0.26953418979032456,0.3803250950661526,36.99720279619756,4.016271005137369e-230,1.6097910801340842,1.723022681001629,0.13649803347548572,0.30496463452927836
348,fBodyAccJerk-std()-X,-0.38410304585852756,-0.05789816179752333,0.32620488406100423,36.62123619150013,1.6980589170053592e-226,1.6059829141859951,1.6251240878625135,0.16964313673179363,0.2318091416939618
235,tBodyAccJerkMag-entropy(),0.6303096887604847,0.7810341732251521,0.15072448446466746,36.04508060468993,5.910499635855662e-221,1.5989883048326352,1.6108842857456978,0.10500082813103499,0.08213177430019038
351,fBodyAccJerk-mad()-X,-0.27891842509896086,0.09993381282552741,0.3788522379244883,36.22913758302848,1.0078093667396006e-222,1.5890052734849376,1.6071192155378593,0.200038143347708,0.27142935464619133
70,"tGravityAcc-arCoeff()-Y,1",-0.4966969790428705,-0.24819032615388437,0.24850665288898616,36.03469953189838,7.435256344012197e-221,1.5861622793943095,1.5894150332862496,0.1463328066324496,0.16636922213373892
77,"tGravityAcc-arCoeff()-Z,4",0.7193781513634669,0.4440620273960345,0.27531612396743244,36.22922011241354,1.0059701167008365e-222,1.5857996352244534,1.618221701789483,0.13555591035560574,0.20471405821687919
87,tBodyAccJerk-mad()-X,-0.3417235552953588,-0.0013007717476673428,0.34042278354769145,36.10764849329453,1.4816833287245352e-221,1.5837128263574864,1.6016316342744754,0.18048388806091245,0.24461109146193738
360,fBodyAccJerk-sma(),-0.34205871719338304,0.0028358545023326586,0.3448945716957157,36.02734103716376,8.748692004407692e-221,1.5786759646682258,1.6026930398120827,0.17751696813531948,0.2528768290148642
382,"fBodyAccJerk-bandsEnergy()-1,8",-0.7806622432991612,-0.44481717628479717,0.33584506701436406,36.31787793122402,1.4129832725435842e-223,1.5776037467212358,1.72663211379481,0.10798981097757002,0.2810277037072195
390,"fBodyAccJerk-bandsEnergy()-1,16",-0.7921655669524696,-0.5078050962750508,0.2843604706774189,36.10407721702856,1.6034606035886912e-221,1.5702905302884123,1.68906582493723,0.1016466615538699,0.23506072581995238
71,"tGravityAcc-arCoeff()-Y,2",0.501891632860205,0.2606039080745436,0.2412877247856614,35.38091157278824,1.3649957068498725e-214,1.5578651705236675,1.5603693250093182,0.1458637305022017,0.16340628751508218
394,"fBodyAccJerk-bandsEnergy()-1,24",-0.7670204393755825,-0.46169284955466533,0.3053275898209172,35.68154822620263,1.8117792214097445e-217,1.5528943596909484,1.657804355419922,0.11534251192047845,0.2530092645203516
299,fBodyAcc-skewness()-Y,-0.1729167439418639,-0.45620355021186615,0.28328680627000224,34.9171359179202,3.645008326743572e-210,1.549839929919796,1.5642380346827571,0.2058452058715844,0.15635901091954074
97,tBodyAccJerk-energy()-X,-0.7746741010438023,-0.47743547211754567,0.29723862892625663,35.33828619668489,3.4879811870680958e-214,1.5388358174638517,1.6325413506673625,0.11757176786076846,0.2465704679747833
361,fBodyAccJerk-energy()-X,-0.7744191424883504,-0.47683869346937113,0.2975804490189793,35.3237642980113,4.801282597808025e-214,1.5382026487745712,1.6318785430896803,0.11775161606483153,0.2469574489767055
160,"tBodyGyro-correlation()-Y,Z",0.24024269176751165,-0.14073461982868155,0.3809773115961932,33.78573280658513,1.9776964718273116e-199,1.5067696632532346,1.5591960868439805,0.3093566489849795,0.179327634736412
301,fBodyAcc-skewness()-Z,-0.027734106524571304,-0.4559670021553246,0.4282328956307533,33.662301819339675,2.8928074203308844e-198,1.493699500026495,1.5061039623203192,0.3210511024759902,0.2476120259582553
58,tGravityAcc-energy()-Y,-0.8410584960205033,-0.9411000379918862,0.10004154197138293,33.23527111578242,3.0394646928251113e-194,1.478619512967894,1.507108124133451,0.07947283704744171,0.05328677086482204
281,fBodyAcc-sma(),-0.14981177688565703,0.14666257866565924,0.2964743555513163,33.538260536437825,4.2756504033768564e-197,1.4711862879322837,1.4872076540716395,0.1698494248597444,0.22884991560009726
367,fBodyAccJerk-entropy()-X,0.4485316943830382,0.6713341556795132,0.22280246129647496,33.172025074095636,1.1942877872569087e-193,1.46684036342864,1.4682795711943688,0.15846751331526138,0.14502027677693316
523,fBodyBodyAccJerkMag-iqr(),-0.430209948745014,-0.11565632690159228,0.3145536218434217,33.51662174385665,6.837902072519738e-197,1.4664731608962718,1.4996599933240138,0.1648748010010552,0.2546251164385558
232,tBodyAccJerkMag-sma(),-0.3812778595247903,-0.08969833455912779,0.29157952496566253,33.43257634984588,4.232419297464096e-196,1.4660132531534826,1.484007376822158,0.1656023451976918,0.22736002058467775
227,tBodyAccJerkMag-mean(),-0.3812778595247903,-0.08969833455912779,0.29157952496566253,33.43257634984588,4.232419297464096e-196,1.4660132531534826,1.484007376822158,0.1656023451976918,0.22736002058467775
233,tBodyAccJerkMag-energy(),-0.7857381067381174,-0.5165069039765111,0.2692312027616063,33.67666448664495,2.117396205125039e-198,1.4653303824320616,1.5681520031284066,0.10625124646295987,0.2371226127900775
96,tBodyAccJerk-sma(),-0.3789536256742777,-0.08252592233513184,0.29642770333914586,33.378664521245014,1.3617696276677943e-195,1.4633057691032088,1.4826356657988926,0.16732854681321957,0.23253732722287726
72,"tGravityAcc-arCoeff()-Y,3",-0.5415575420242312,-0.32523513392630526,0.21632240809792597,33.01827662128392,3.3145800856992915e-192,1.453603224392411,1.4562631122994774,0.13955573616505876,0.15753674132099238
92,tBodyAccJerk-max()-Z,-0.7434841970904008,-0.4689439161296146,0.2745402809607862,33.2978626399191,7.839747456707261e-195,1.4503798499535916,1.5343748463394524,0.11715700371965458,0.24069594396430616
364,fBodyAccJerk-iqr()-X,-0.3491415343801771,0.015395621145768762,0.36453715552594584,33.001627256910616,4.74900491645467e-192,1.4462512933770129,1.4675609416460818,0.20559886673906386,0.2911943430479295
354,fBodyAccJerk-max()-X,-0.4815970371583411,-0.18989598221898582,0.2917010549393553,32.47097059120925,4.3792303200866217e-187,1.420686146033494,1.4530379594089828,0.15766667785931882,0.2438383935053683
459,fBodyGyro-skewness()-Z,-0.0456879382791519,-0.43180484210374237,0.38611690382459046,31.590244344522684,6.660016407547563e-179,1.4105944848260978,1.4743599087190464,0.3415175470159386,0.18225809473034382
220,tGravityAccMag-energy(),-0.5533916317679404,-0.2707783097918864,0.282613321976054,32.2008318873942,1.4418954334783392e-184,1.405208494928548,1.4620964145178352,0.13773826151535343,0.24884817563563771
207,tBodyAccMag-energy(),-0.5533916317679404,-0.2707783097918864,0.282613321976054,32.2008318873942,1.4418954334783392e-184,1.405208494928548,1.4620964145178352,0.13773826151535343,0.24884817563563771
230,tBodyAccJerkMag-max(),-0.37050122993923584,-0.05578778211939147,0.3147134478198444,31.59214630271733,6.395693743561675e-179,1.3862436176708524,1.3998292899385512,0.19326996527107165,0.2563755021325666
288,fBodyAcc-entropy()-X,0.5039025472339236,0.6811428185801217,0.17724027134619813,31.015482075223456,1.3222904915654133e-173,1.3695641073669695,1.3696479618727608,0.13083772661389617,0.12797369959651106
369,fBodyAccJerk-entropy()-Z,0.16615217093599208,0.44168812206278907,0.27553595112679696,30.627693237077747,4.7417503846177374e-170,1.351690006405337,1.3516929144151675,0.20342224171258858,0.20426791934865052
506,fBodyAccMag-max(),-0.5299508844920783,-0.33440858990824546,0.19554229458383282,30.574090896571057,1.4654762512792974e-169,1.3407920502252861,1.3567730513957994,0.12180482330002822,0.16644131225961992
300,fBodyAcc-kurtosis()-Y,-0.5323676201807549,-0.7856469722718052,0.25327935209105035,29.916014488752342,1.4308437983575036e-163,1.3331652492404382,1.3721524532059308,0.2295513648752122,0.13961949709725593
91,tBodyAccJerk-max()-Y,-0.6034813240521901,-0.3388661954722414,0.26461512857994873,30.349369015570094,1.647828588867296e-167,1.3284374251418205,1.3555638659818978,0.15555685286098483,0.23485651693287482
457,fBodyGyro-skewness()-Y,-0.0016180088054519987,-0.40848625468054767,0.4068682458750957,29.329157546424753,2.8428713742041026e-158,1.3083825119310522,1.3567765782383079,0.3821915745708516,0.2175656032361412
20,tBodyAcc-iqr()-X,-0.3985483680509227,-0.09599993261063894,0.30254843544028376,29.795529295509525,1.7649862999678662e-162,1.3015118573340705,1.3445322441319754,0.1666887417586972,0.2833539204775731
559,"angle(X,gravityMean)",-0.6333012293942218,-0.7782706089959432,0.1449693796017214,29.359473266306257,1.5174054999543996e-158,1.3005082131476402,1.3053275816608207,0.12062977586297491,0.1014897618039428
460,fBodyGyro-kurtosis()-Z,-0.3645778460421156,-0.7482626408762677,0.3836847948341521,28.92379771442062,1.225580167028731e-154,1.2953398131379998,1.3990955711723012,0.386177261914317,0.16229819980521845
290,fBodyAcc-entropy()-Z,0.3309018732642963,0.5459065097931035,0.2150046365288072,29.162006169318467,9.01616702885504e-157,1.2866937695592573,1.286732860670386,0.165790948489187,0.16839595692351347
54,tGravityAcc-min()-Y,-0.2773826768480895,-0.15820044966760446,0.11918222718048502,29.020528364093334,1.6708248873001503e-155,1.2826755446321714,1.28338905088155,0.09596314767315636,0.08976732426796044
172,tBodyGyroJerk-max()-Z,-0.5960809170232991,-0.31145689787241376,0.28462401915088537,29.311470845385514,4.099925604794978e-158,1.281203140422364,1.3178857155844523,0.16392071748514936,0.26801964828909003
42,tGravityAcc-mean()-Y,-0.28691577583411,-0.16709514485202842,0.11982063098208157,28.625965916316847,5.562412007364738e-152,1.2659394219584257,1.2673141351813737,0.09895427912455085,0.09013953357596297
285,fBodyAcc-iqr()-X,-0.3689977586472414,-0.055003168526582144,0.3139945901206592,28.906169419602605,1.7616706758767406e-154,1.2656921883582544,1.2893633547498897,0.19620858745927156,0.2908451027747454
560,"angle(Y,gravityMean)",0.28236660853653306,0.1992709887356998,0.08309561980083327,28.530719210874626,3.912656043369791e-151,1.2619646913084028,1.2636124670904478,0.06912196992565788,0.06239876422126813
100,tBodyAccJerk-iqr()-X,-0.29925149591528427,0.015980444548965522,0.3152319404642498,28.71598935094697,8.778200448417905e-153,1.259891428681354,1.272755670100236,0.21219280140982022,0.28316062382716667
73,"tGravityAcc-arCoeff()-Y,4",0.5941711101481827,0.4095857676815416,0.1845853424666411,28.586792605924487,1.2412290287077927e-151,1.2574858254570358,1.2615011001415408,0.13461952551135278,0.15802444018916137
353,fBodyAccJerk-mad()-Z,-0.6294992588527493,-0.3767772397772617,0.2527220190754876,28.614256350978906,7.071045914873792e-152,1.2502372978613405,1.2892958551563531,0.14663758303134738,0.24539349026471985
302,fBodyAcc-kurtosis()-Z,-0.3124708380194222,-0.6948715773640872,0.382400739344665,27.917248372982574,1.0462457848958493e-145,1.2437382621054147,1.2777464028512937,0.36974106694068026,0.22881391762208161
366,fBodyAccJerk-iqr()-Z,-0.6382849591957129,-0.3787082940046653,0.2595766651910476,28.494119122216055,8.273746174346743e-151,1.2436661774197673,1.292284167581652,0.14415485090486047,0.2575782532738967
287,fBodyAcc-iqr()-Z,-0.5969724823910532,-0.3214318937935091,0.27554058859754404,28.34592092536879,1.7090382903368037e-149,1.2412723627995859,1.2639370733577715,0.17615233662225432,0.2598513130517757
347,fBodyAccJerk-mean()-Z,-0.5867354449934763,-0.3146028398123732,0.2721326051811031,28.22747602823436,1.9126393676639922e-148,1.233798919295715,1.2692721674223817,0.1626197436503456,0.26618128427547516
550,fBodyBodyGyroJerkMag-entropy(),0.26190546219532246,0.47073543127789047,0.208829969082568,27.964821053060604,3.986956732193744e-146,1.23318822381467,1.2334573347586815,0.1657673843742276,0.17284176419446384
86,tBodyAccJerk-std()-Z,-0.6221930126616961,-0.37352959468088237,0.24866341798081376,28.192493651719246,3.8998584337195734e-148,1.2322740149400822,1.2676765585502416,0.14880038708624307,0.24351327711596651
304,"fBodyAcc-bandsEnergy()-9,16",-0.8242577682665424,-0.5875918892465516,0.2366658790199908,28.087284453654913,3.3158440852778914e-147,1.223304275614472,1.295382364447475,0.11906524162282585,0.24633401868190852
458,fBodyGyro-kurtosis()-Y,-0.3330566000392358,-0.7586255742907707,0.4255689742515349,27.269249628785367,4.948351731669783e-140,1.2212536567744818,1.3192567872185288,0.45438230415988057,0.19078242531915104
350,fBodyAccJerk-std()-Z,-0.656696754193849,-0.4320357789985193,0.22466097519532968,27.472538880883235,8.331847989201041e-142,1.200782532138244,1.2354280331669685,0.13785133026106483,0.22584605888733872
392,"fBodyAccJerk-bandsEnergy()-33,48",-0.8588364036150978,-0.6587387432002028,0.20009766041489507,27.368808708298438,6.707495389883135e-141,1.1959634108536434,1.23235490938456,0.1220110921871554,0.202729222097126
352,fBodyAccJerk-mad()-Y,-0.3590651861407269,-0.0965842407149493,0.2624809454257776,27.217117346381713,1.4071240436391037e-139,1.1956505616168758,1.2031218237138932,0.19373925957935917,0.24259385338042094
201,tBodyAccMag-mean(),-0.07545014906968314,0.13736610816368156,0.2128162572333647,27.195365724181723,2.17563146749914e-139,1.1920322149561422,1.2086062985990567,0.1466187730579464,0.20554926935452122
219,tGravityAccMag-sma(),-0.07545014906968314,0.13736610816368156,0.2128162572333647,27.195365724181723,2.17563146749914e-139,1.1920322149561422,1.2086062985990567,0.1466187730579464,0.20554926935452122
214,tGravityAccMag-mean(),-0.07545014906968314,0.13736610816368156,0.2128162572333647,27.195365724181723,2.17563146749914e-139,1.1920322149561422,1.2086062985990567,0.1466187730579464,0.20554926935452122
206,tBodyAccMag-sma(),-0.07545014906968314,0.13736610816368156,0.2128162572333647,27.195365724181723,2.17563146749914e-139,1.1920322149561422,1.2086062985990567,0.1466187730579464,0.20554926935452122
51,tGravityAcc-max()-Y,-0.2836909802553588,-0.17172343072555782,0.11196754952980101,26.932250703194125,4.1802487371423963e-137,1.1917307207152832,1.1939147598128457,0.09946219616143072,0.08810152811644187
221,tGravityAccMag-iqr(),-0.4245121813392358,-0.20402372410831643,0.22048845723091937,27.144382971372266,6.0379525829343004e-139,1.1906483720663343,1.2038520936382646,0.15580071445872076,0.21050418009718283
208,tBodyAccMag-iqr(),-0.4245121813392358,-0.20402372410831643,0.22048845723091937,27.144382971372266,6.0379525829343004e-139,1.1906483720663343,1.2038520936382646,0.15580071445872076,0.21050418009718283
85,tBodyAccJerk-std()-Y,-0.3285415069199348,-0.061872453765923936,0.26666905315401085,26.979565239754063,1.6267713489530702e-137,1.185805419720395,1.1917057533250834,0.2014202592329786,0.24612151404584195
275,fBodyAcc-max()-X,-0.2604498195055303,0.028782132737704864,0.28923195224323517,27.031957668853245,5.715630417921733e-138,1.1810847277142171,1.2181026993255837,0.17753182360291972,0.29735744851110063
313,"fBodyAcc-bandsEnergy()-33,48",-0.8661263385740914,-0.6795058202505071,0.18662051832358428,26.861813908125093,1.7011632015712568e-136,1.171946184445323,1.2216612653137766,0.10779495138677508,0.19772430096258337
56,tGravityAcc-sma(),0.09535625982539608,-0.2932632767138337,0.38861953653922976,26.480629882309614,3.2815068334982794e-133,1.1713856004285106,1.1730399283909012,0.34890598559090696,0.3136793655403344
451,fBodyGyro-maxInds-Z,-0.884371885525629,-0.6553822478042597,0.22898963772136927,26.871339310452605,1.4072131169838363e-136,1.1700931474237808,1.24181655319456,0.11885251313120038,0.24994533709573402
346,fBodyAccJerk-mean()-Y,-0.35481868269616956,-0.10587856649330629,0.24894011620286327,26.527668221789888,1.2938796995848051e-133,1.1666109966434544,1.1709263664651666,0.1942977785411119,0.23090422085920864
368,fBodyAccJerk-entropy()-Y,0.40994348283698234,0.6039150360233265,0.19397155318634418,26.279060118792742,1.7542223734831374e-131,1.1631984545025023,1.1659046870528667,0.17772527815713907,0.15501470517729327
166,tBodyGyroJerk-std()-Z,-0.5639948886893197,-0.31883247611771803,0.24516241257160165,26.511888556430293,1.768155759070711e-133,1.1607945022010786,1.1828091750390468,0.1667127978651158,0.24782983103396664
349,fBodyAccJerk-std()-Y,-0.34676252546665426,-0.07903130504661966,0.2677312204200346,26.387132024549903,2.081689443020296e-132,1.1587937787287768,1.1671477373165429,0.20179544715565767,0.25698318342092424
448,fBodyGyro-entropy()-Z,0.40240259245479965,0.558438054148073,0.15603546169327337,26.1590901927836,1.8597758346494396e-130,1.155306975866583,1.1554358619333713,0.13706192197701894,0.13302742996093853
169,tBodyGyroJerk-mad()-Z,-0.5685699110298229,-0.3384804374459432,0.2300894735838797,26.336120659508452,5.696093299234899e-132,1.1536643692948356,1.172814567756314,0.16029153562646117,0.2320799096000036
395,"fBodyAccJerk-bandsEnergy()-25,48",-0.7968113040590588,-0.5241938839097363,0.27261742014932244,26.172991686693436,1.4150269883764237e-130,1.1435739731829198,1.1792839144471636,0.17295137531662558,0.28939262292097323
89,tBodyAccJerk-mad()-Z,-0.6022374591882572,-0.36678159366584173,0.2354558655224155,26.13438988072068,3.021921163079794e-130,1.1432023186044538,1.1706149595827164,0.1568275315876532,0.24544968771131395
249,tBodyGyroMag-arCoeff()1,-0.20535244209435227,0.09448118994597364,0.2998336320403259,25.855478315884785,7.143598164426904e-128,1.1402544040105385,1.1404636217008342,0.2578684997083255,0.2679415765115923
383,"fBodyAccJerk-bandsEnergy()-9,16",-0.8286631781174278,-0.6191534451612576,0.20950973295617026,26.148476394645343,2.2912043775368406e-130,1.1379826228264587,1.2151487912336174,0.10785307352587037,0.23697668616464682
387,"fBodyAccJerk-bandsEnergy()-41,48",-0.85434161389096,-0.6330037275247768,0.22133788636618312,25.773469574317634,3.5431652444337583e-127,1.1234870705986648,1.1799183835077018,0.1273896040785392,0.24778530520661057
16,tBodyAcc-sma(),-0.0771951757755452,0.11460015168530831,0.1917953274608535,25.57540349761406,1.6766238837759147e-125,1.1219080885685255,1.1340536871824236,0.1441706927781833,0.19407665744024774
316,"fBodyAcc-bandsEnergy()-25,48",-0.8252774936240447,-0.5977710103640974,0.22750648325994727,25.656903030516762,3.435541403135421e-126,1.120068578870753,1.1619971538532972,0.14171833791011068,0.24986004485840754
445,fBodyGyro-iqr()-Z,-0.4636794781645779,-0.17879152573276874,0.28488795243180914,25.227869039921355,1.404036211688134e-122,1.107705467145326,1.1162237449258303,0.22351195014342196,0.28693759658095214
454,fBodyGyro-meanFreq()-Z,-0.2634522065941659,-0.028854305030360045,0.23459790156380586,25.015826856514227,8.326503897314679e-121,1.107139573708571,1.1094843344496528,0.22521648392345692,0.19767889939752895
254,tBodyGyroJerkMag-std(),-0.6641815386924511,-0.4308664158566532,0.23331512283579792,25.376938203363746,7.873642366415955e-124,1.1056678759494734,1.1664963112516535,0.13276116288417833,0.2672660304616807
544,fBodyBodyGyroJerkMag-mad(),-0.6578848575172414,-0.4183142845054767,0.23957057301176465,25.327673748612785,2.0422051437612202e-123,1.103338423049393,1.1659406881493706,0.13528212410274942,0.2756660061583652
375,fBodyAccJerk-meanFreq()-Z,-0.44925062755330847,-0.23118860335136915,0.21806202420193932,25.015459078800536,8.385542263832664e-121,1.1025402793082957,1.1031587151564342,0.19104890344566924,0.20429225843002874
286,fBodyAcc-iqr()-Y,-0.3880354009555992,-0.12645305462941175,0.26158234632618743,24.96338249132053,2.2791738956062624e-120,1.0973422539077204,1.1024433064562829,0.21437010884747407,0.26018009193659875
547,fBodyBodyGyroJerkMag-sma(),-0.6553826093685928,-0.42341418645847867,0.23196842291011416,25.17653329262325,3.778921612764793e-122,1.0972509526157768,1.15445229746996,0.1352125256771038,0.2666549630065591
542,fBodyBodyGyroJerkMag-mean(),-0.6553826093685928,-0.42341418645847867,0.23196842291011416,25.17653329262325,3.778921612764793e-122,1.0972509526157768,1.15445229746996,0.1352125256771038,0.2666549630065591
365,fBodyAccJerk-iqr()-Y,-0.5105666449925443,-0.3163024933209939,0.19426415167155042,24.95152094963436,2.861666134406754e-120,1.0967007071649908,1.1020813901814788,0.15878785564449277,0.19375262510775543
